Zioff01G0005300-Zioff01G0477400	149.69	157.5	159.28	85.7	51.07	101.89	248.65	68.6	34.84	65.85	62.89	34.08	168.64	116.13	277.87	218.64	101.15	98.43	60.35	71.35	147.91	136.21	130.03	125.02	57.07	41.11	80.37	131.25	53.57	31.41	54.81	37.91	30.5	136.57	101.16	145.56	142.2	67.24	78.73	63.99	62.02	207.36
Zioff01G0005400-Zioff01G0477500	3.35	2.35	2.07	3.34	5.04	2.92	4.5	2.84	9.29	3.49	7.96	6.96	2.31	2.92	2.68	5.56	3.7	4.85	3.48	3.09	1.63	2.79	3.47	2.88	2.1	3.49	1.42	1.93	2.79	5.79	1.76	4.76	4.27	1.8	1.28	1.01	1.75	2.16	2.38	2.05	2.27	2.06
Zioff01G0005500-Zioff01G0477600	3.05	2.52	3.61	8.2	8.32	6.18	5.47	9.91	6.58	7.94	6.02	6.16	6.48	6.46	3.85	7.78	2.74	2.4	5.46	4.78	4.71	4.96	5.33	5.57	14.85	12.55	12.27	8.12	10.8	8.88	16.51	10.39	8.96	13.53	11.7	12.19	8.82	3.78	5.09	5.93	5.25	5.71
Zioff01G0005600-Zioff01G0477700	30.8	31.06	30.22	16.44	12.84	12.84	11.95	16.85	5.8	21.18	10.5	6.84	16.98	21.3	18.93	12.88	5.58	6.55	22.51	25.08	5.11	21.15	19.26	22.32	45.33	33.21	41.52	21.18	47.51	16.61	46.51	29.1	13.29	38.41	46.3	40.28	17.69	10.44	13.21	33.95	33.37	6.11
Zioff01G0005700-Zioff01G0477800	11.53	9.31	10.84	2.44	1.53	2.38	1.23	3.11	2.41	1.77	2.56	2.52	3.32	1.89	2.02	2.46	5.36	10.13	11.49	13.57	19.41	21.91	18.58	19.66	1.45	2.75	3.03	3.06	2.77	2.76	1.77	2.28	2.72	2.97	2.11	0.67	6.15	8.6	6.81	18.62	15.9	15.56
Zioff01G0005800-Zioff01G0477900	52.12	55.88	54.23	194.46	241.69	140.57	91.59	244.58	282.91	239.21	270.75	333.78	60.16	23.21	46.82	88.46	61.4	88.53	151.86	149.64	4.87	79.73	74.42	76.9	235.41	300.74	181.65	126.56	319.07	352.33	341.08	343.17	432.47	83.08	50.76	95.25	100.64	79.83	92.14	224.33	209.81	11.8
Zioff01G0005900-Zioff01G0478000	3.51	3.38	3.26	0.11	0.08	0.26	0.0	0.06	0.59	0.0	0.37	0.6	0.26	0.84	0.0	0.16	0.0	0.0	2.2	1.31	8.25	2.99	1.96	2.13	0.94	1.4	1.63	0.33	1.52	1.11	0.58	1.77	1.47	0.65	0.39	1.4	0.08	0.31	0.06	2.0	3.01	8.94
Zioff01G0006500-Zioff01G0478200	135.35	122.28	134.41	80.56	73.45	103.5	175.92	69.57	43.06	59.43	42.99	44.55	204.59	186.87	178.98	132.55	139.76	136.79	131.03	124.51	423.8	110.38	101.26	105.7	84.79	64.26	100.24	137.0	65.21	34.7	54.53	41.94	36.61	171.71	148.12	127.72	100.99	92.85	96.97	111.63	109.36	437.07
Zioff01G0006600-Zioff01G0478300	4.33	4.17	3.48	18.55	15.16	8.46	6.45	9.5	9.94	12.2	9.12	11.13	4.24	4.68	3.68	5.1	2.74	5.69	4.65	3.94	9.45	3.51	4.78	3.57	23.09	20.06	12.65	10.61	15.76	12.29	12.92	9.79	16.5	12.51	15.43	9.59	8.09	9.66	9.1	3.36	3.08	16.75
Zioff01G0006800-Zioff01G0478500	5.2	3.92	5.17	10.35	10.1	10.73	9.04	11.79	11.71	10.75	13.03	9.6	8.24	11.0	7.76	9.18	6.79	6.26	9.31	7.36	7.57	4.17	2.65	3.52	7.29	8.22	6.81	7.54	6.21	7.98	7.53	10.05	7.34	6.43	8.31	4.98	8.01	5.63	6.31	7.95	7.2	7.67
Zioff01G0006900-Zioff01G0478600	14.55	12.64	12.64	12.26	4.6	12.53	36.91	6.96	2.49	5.7	4.28	2.83	29.13	15.9	21.79	38.35	31.62	34.85	4.76	3.42	5.41	14.35	11.79	8.38	21.42	11.35	20.76	39.01	11.82	8.48	13.95	11.93	8.11	27.52	20.56	26.71	28.88	22.03	34.5	13.46	12.84	11.58
Zioff01G0007200-Zioff01G0478900	15.33	15.26	18.18	4.04	3.75	6.78	6.44	2.38	2.99	1.5	3.49	2.25	5.72	6.57	5.67	8.12	2.01	1.29	11.57	10.67	13.42	18.88	20.11	16.99	3.7	3.37	4.44	6.61	3.17	4.48	2.99	3.91	2.06	1.84	4.54	6.6	3.52	1.01	0.95	12.55	10.72	16.6
Zioff01G0007500-Zioff01G0479300	104.32	104.96	109.84	67.26	60.38	53.06	130.13	47.55	33.22	42.13	38.41	38.67	52.9	75.03	45.36	57.17	88.23	53.06	65.61	61.92	55.37	66.85	70.76	69.98	38.37	31.08	37.31	107.95	33.08	36.91	26.32	23.9	21.89	37.36	47.88	32.34	48.21	104.72	52.68	81.97	90.34	86.66
Zioff01G0007600-Zioff01G0479400	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Zioff01G0007800-Zioff01G0479500	0.0	0.0	0.1	0.09	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.52	0.0	0.0	0.0	0.0	0.5	0.0	0.0	0.0	0.0	0.0	0.41	0.08	0.09	0.36	0.64	3.74	0.13	0.48	0.23	1.33
Zioff01G0007900-Zioff01G0479700	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.11	0.05	0.0	0.0	0.0	0.02	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.4	0.09	0.0	0.04	0.0	0.09	0.0	0.0	0.27
Zioff01G0008000-Zioff01G0479900	9.52	8.42	5.01	7.48	7.07	6.5	8.16	6.24	5.62	4.98	4.06	3.18	1.93	1.33	2.46	1.65	1.06	2.26	28.27	27.78	11.32	5.85	6.26	5.2	5.33	5.25	5.24	0.72	3.85	3.56	3.11	1.35	1.82	1.44	1.61	1.47	0.5	1.79	1.76	14.6	18.71	6.88
